Five-Digit Numbers,Sum of Digits,Sum Mod 8,(8 - x) Mod 8
66532,22,6,2
66533,23,7,1
66534,24,0,0
66535,25,1,7
66536,26,2,6
66541,22,6,2
66542,23,7,1
66543,24,0,0
66544,25,1,7
66545,26,2,6
66546,27,3,5
66551,23,7,1
66552,24,0,0
66553,25,1,7
66554,26,2,6
66555,27,3,5
66556,28,4,4
66561,24,0,0
66562,25,1,7
66563,26,2,6
66564,27,3,5
66565,28,4,4
66566,29,5,3
66611,20,4,4
66612,21,5,3
66613,22,6,2
66614,23,7,1
66615,24,0,0
66616,25,1,7
66621,21,5,3
66622,22,6,2
66623,23,7,1
66624,24,0,0
66625,25,1,7
66626,26,2,6
66631,22,6,2
66632,23,7,1
66633,24,0,0
66634,25,1,7
66635,26,2,6
66636,27,3,5
66641,23,7,1
66642,24,0,0
66643,25,1,7
66644,26,2,6
66645,27,3,5
66646,28,4,4
66651,24,0,0
66652,25,1,7
66653,26,2,6
66654,27,3,5
66655,28,4,4
66656,29,5,3
66661,25,1,7
66662,26,2,6
66663,27,3,5
66664,28,4,4
66665,29,5,3
66666,30,6,2
